ENSEMBL	ENTREZID	SYMBOL	GENENAME	H1	H2	H3	W1	W2	W3
ENSMUSG00000015312	17873	Gadd45b	growth arrest and DNA-damage-inducible 45 beta	228.710584448769	530.105895622881	150.575554212317	320.540406629641	233.097471132327	206.766686162362
ENSMUSG00000015314	30925	Slamf6	SLAM family member 6	0.929717822962476	2.58588241767259	2.40280139700506	1.15302304543036	3.69995985924328	2.11706504603101
ENSMUSG00000015316	27218	Slamf1	signaling lymphocytic activation molecule family member 1	1.85943564592495	0	0.800933799001686	4.61209218172145	3.69995985924328	2.11706504603101
ENSMUSG00000015335	66220	Zdhhc12	zinc finger, DHHC domain containing 12	44.6264555021988	49.1317659357792	35.2410871560742	64.5692905441004	50.5661180763249	61.3948863348993
ENSMUSG00000015337	13804	Endog	endonuclease G	1173.30389257864	1903.20945940703	1111.69611301434	1379.01556233471	1288.81935096974	1536.28353506984
ENSMUSG00000015340	13058	Cybb	cytochrome b-245, beta polypeptide	137.598237798446	85.3341197831954	174.603568182368	66.8753366349611	51.799438029406	44.4583659666512
ENSMUSG00000015341	57437	Golga7	golgi autoantigen, golgin subfamily a, 7	583.862792820435	562.429425843788	633.538635010334	629.550582804978	640.093055649088	573.018939125727
ENSMUSG00000015341	628040	Gm6829	predicted pseudogene 6829	583.862792820435	562.429425843788	633.538635010334	629.550582804978	640.093055649088	573.018939125727
ENSMUSG00000015342	22439	Xk	X-linked Kx blood group	587.581664112285	434.428246168995	494.977087783042	588.041753169485	600.626817150493	555.376730408802
ENSMUSG00000015354	76477	Pcolce2	procollagen C-endopeptidase enhancer 2	243.586069616169	298.669419241184	375.637951731791	94.5478897252898	133.198554932758	196.181360932207
ENSMUSG00000015355	12506	Cd48	CD48 antigen	34.3995594496116	27.1517653855622	43.250425146091	4.61209218172145	9.86655962464875	13.4080786248631
ENSMUSG00000015357	270166	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	5222.22501158023	5073.50130347362	4469.21059842941	5205.89905011809	5299.57583838946	5560.11849922611
ENSMUSG00000015363	67976	Trabd	TraB domain containing	1458.72726422812	1470.07415444687	1288.70248259371	1313.29324874518	1262.91963195504	1371.85814982809
ENSMUSG00000015377	69440	Dennd6b	DENN/MADD domain containing 6B	632.208119614484	682.672958265564	503.78735957206	599.571983623789	589.526937572763	678.872191427277
ENSMUSG00000015396	12522	Cd83	CD83 antigen	47.4156089710863	46.5458835181066	85.6999164931804	31.1316222266198	43.1661983578383	48.6924960587132
ENSMUSG00000015401	57394	Cltrn	collectrin, amino acid transport regulator	2.78915346888743	1.29294120883629	0.800933799001686	3.45906913629109	0	4.23413009206202
ENSMUSG00000015405	70008	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	20.4537921051745	29.7376478032348	18.4214773770388	31.1316222266198	33.2996387331895	52.9266261507753
ENSMUSG00000015451	625018	C4a	complement component 4A (Rodgers blood group)	8.36746040666228	6.46470604418147	8.81027178901854	2.30604609086073	9.86655962464875	4.23413009206202
ENSMUSG00000015452	11596	Ager	advanced glycosylation end product-specific receptor	6.50802476073733	7.75764725301777	14.4168083820303	4.61209218172145	4.93327981232438	4.93981844073902
ENSMUSG00000015461	12915	Atf6b	activating transcription factor 6 beta	427.670198562739	506.832953863828	457.333199229963	386.262720219172	421.795423953734	390.95134516706
ENSMUSG00000015467	81701	Egfl8	EGF-like domain 8	24.1726633970244	38.7882362650888	34.4401533570725	32.2846452720502	28.3663589208652	37.4014824798812
ENSMUSG00000015468	18132	Notch4	notch 4	634.997273083371	870.149433546826	773.702049835629	561.522223124587	738.758651895576	875.053552359484
ENSMUSG00000015474	54397	Ppt2	palmitoyl-protein thioesterase 2	568.987307653035	758.956489586905	598.297547854259	714.874288166825	706.692333115467	706.394037025681
ENSMUSG00000015476	260297	Prrt1	proline-rich transmembrane protein 1	19.524074282212	37.4952950562525	12.0140069850253	14.9892995905947	23.4330791085408	19.7592737629561
ENSMUSG00000015478	54197	Rnf5	ring finger protein 5	369.097975716103	493.903541775465	421.291178274887	374.732489764868	442.761863156113	401.536670397215
ENSMUSG00000015484	329274	Fam163a	family with sequence similarity 163, member A	0.929717822962476	1.29294120883629	2.40280139700506	2.30604609086073	3.69995985924328	0.705688348677003
ENSMUSG00000015488	381356	Cacfd1	calcium channel flower domain containing 1	1478.25133851034	1565.75180390075	1408.84255244397	1664.96527760144	1556.44978078834	1715.5283756338
ENSMUSG00000015501	15273	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	2328.943146521	2007.93769732277	2341.12949448193	2347.55492049622	2054.7110418331	2659.73938616363
ENSMUSG00000015522	11863	Arnt	aryl hydrocarbon receptor nuclear translocator	2666.43071625638	2518.6494748131	2784.04588532986	2811.07018475923	2696.03741743527	2745.12767635354
ENSMUSG00000015533	16398	Itga2	integrin alpha 2	26.0320990429493	24.5658829678896	24.8289477690523	5.76511522715182	16.0331593900542	10.5853252301551
ENSMUSG00000015536	17434	Mocs2	molybdenum cofactor synthesis 2	1301.60495214747	1084.77767421365	1265.47540242266	1467.79833683285	1297.45259064131	1376.09227992016
ENSMUSG00000015542	66176	Nat9	N-acetyltransferase 9 (GCN5-related, putative)	385.832896529427	424.084716498305	346.80433496773	393.180858491754	378.629225595896	442.466594620481
ENSMUSG00000015568	16956	Lpl	lipoprotein lipase	91829.1590918267	96096.5624055488	91318.4670931772	115165.09480063	118837.777399082	101994.548410985
ENSMUSG00000015575	11974	Atp6v0e	ATPase, H+ transporting, lysosomal V0 subunit E	544.814644256011	605.096485735386	513.398565160081	492.340840398765	538.960819496438	569.490497382342
ENSMUSG00000015597	57908	Zfp318	zinc finger protein 318	862.778139709178	846.876491787773	986.750440370077	1052.71004047792	944.723084060118	935.03706199703
ENSMUSG00000015599	106763	Ttbk1	tau tubulin kinase 1	39.9778663873865	59.4752956064696	63.2737701211332	32.2846452720502	53.0327579824871	45.8697426640052
ENSMUSG00000015605	20807	Srf	serum response factor	3547.80321242481	4624.85070400743	3610.6095658996	3690.82676842259	3456.99582848631	4093.6981106753
ENSMUSG00000015619	14462	Gata3	GATA binding protein 3	12.0863316985122	34.90941263858	8.00933799001686	27.6725530903287	14.7998394369731	8.46826018412404
ENSMUSG00000015647	16776	Lama5	laminin, alpha 5	829.308298082528	964.534141791876	796.128196207676	750.618002575167	867.023927016009	1071.94060164037
ENSMUSG00000015653	74051	Steap2	six transmembrane epithelial antigen of prostate 2	40.9075842103489	58.1823543976333	57.6672335281214	53.0390600897967	38.2329185455139	51.5152494534213
ENSMUSG00000015656	15481	Hspa8	heat shock protein 8	5282.65667007279	6072.94485790408	4948.16901023242	5865.42823210426	6208.53264381023	5602.45980014673
ENSMUSG00000015659	321007	Serac1	serine active site containing 1	346.784747965003	386.589421442052	396.462230505834	380.49760499202	408.228904469842	363.429499568657
ENSMUSG00000015668	72621	Pdzd11	PDZ domain containing 11	398.848946050902	345.215302759291	309.160446414651	395.486904582615	441.528543203032	361.312434522626
ENSMUSG00000015671	19166	Psma2	proteasome subunit alpha 2	2225.74446817217	2155.3329951301	1970.29714554415	2443.25583326694	2421.00706789819	2366.87872146267
ENSMUSG00000015672	75398	Mrpl32	mitochondrial ribosomal protein L32	732.617644494431	645.177663209311	679.19186155343	794.43287830152	894.156965983793	676.755126381246
ENSMUSG00000015697	84505	Setdb1	SET domain, bifurcated 1	1041.28396171797	994.271789595111	1111.69611301434	974.304473388657	926.223284763902	892.695761076409
ENSMUSG00000015702	71790	Anxa9	annexin A9	17.664638636287	9.05058846185406	5.6065365930118	14.9892995905947	8.63323967156766	7.05688348677003
ENSMUSG00000015709	11864	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	115.285010047347	108.607061542249	109.727930463231	74.9464979529736	118.398715495785	100.207745512134
ENSMUSG00000015711	229589	Prune1	prune exopolyphosphatase	3830.4374306054	4062.42127816364	3558.54886896449	4496.78987717842	4106.95544376004	4160.73850379961
ENSMUSG00000015714	76893	Cers2	ceramide synthase 2	1293.2374917408	1287.76944400095	1468.91258736909	1317.90534092691	1446.68430496412	1230.01479174402
ENSMUSG00000015733	12343	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	8481.81569888667	6965.07429200112	8411.4067571157	9408.66805071177	8683.80578964399	8250.90817273152
ENSMUSG00000015745	67220	Plekho1	pleckstrin homology domain containing, family O member 1	570.84674329896	521.055307161027	627.13116461832	516.554324352803	561.160578651898	599.835096375453
ENSMUSG00000015747	22365	Vps45	vacuolar protein sorting 45	380.254589591653	380.124715397871	304.354843620641	387.415743264602	413.162184282167	335.907653970254
ENSMUSG00000015748	70767	Prpf3	pre-mRNA processing factor 3	580.143921528585	470.630600016411	604.705018246273	611.102214078093	525.394300012546	537.0288333432
ENSMUSG00000015749	66471	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	4127.94713395339	4001.65304134833	3897.3438659422	4324.98944340929	4301.81999634686	4030.18615929437
ENSMUSG00000015750	226548	Aph1a	aph1 homolog A, gamma secretase subunit	259.391272606531	256.002359349586	313.165115409659	234.063678222364	273.797029584003	255.459182221075
ENSMUSG00000015755	68652	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	3906.67429208832	3827.10597815543	4079.15583831559	4359.5801347722	4099.55552404156	4330.80939583077
ENSMUSG00000015757	67418	Ppil4	peptidylprolyl isomerase (cyclophilin)-like 4	786.541278226255	696.895311562763	840.179555152768	856.69612275476	796.724689690387	757.909286479102
ENSMUSG00000015759	12793	Cnih1	cornichon family AMPA receptor auxiliary protein 1	1375.98237798446	1348.53768081626	1288.70248259371	1579.6415722396	1454.08422468261	1390.91173524237
ENSMUSG00000015766	13860	Eps8	epidermal growth factor receptor pathway substrate 8	276.126193419855	263.760006602604	263.507219871555	200.626009904883	214.59767183611	273.101390938
ENSMUSG00000015776	20933	Med22	mediator complex subunit 22	721.461030618881	782.229431345958	767.294579443615	827.870546619001	685.725893913088	740.267077762177
ENSMUSG00000015790	20930	Surf1	surfeit gene 1	825.589426790679	766.714136839923	768.896447041618	804.810085710394	875.657166687577	767.083235011903
ENSMUSG00000015804	66999	Med28	mediator complex subunit 28	1095.2075954498	1096.41414509318	856.999164931804	1183.00164461155	1058.18851974358	1172.85403550118
ENSMUSG00000015806	110391	Qdpr	quinoid dihydropteridine reductase	1459.65698205109	1622.64121708955	1305.52209237275	1633.83365537482	1499.71706294661	1512.29013121482
ENSMUSG00000015812	14714	Gnrh1	gonadotropin releasing hormone 1	24.1726633970244	11.6364708795267	8.81027178901854	33.4376683174805	13.566519483892	13.4080786248631
ENSMUSG00000015829	21960	Tnr	tenascin R	0	3.87882362650888	4.00466899500843	4.61209218172145	2.46663990616219	3.52844174338502
ENSMUSG00000015837	18412	Sqstm1	sequestosome 1	12383.8414018602	14981.3097867861	12528.2064839844	13504.2059080804	13054.6917033634	15601.3580125512
ENSMUSG00000015839	18024	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2282.45725537288	2004.05887369626	2590.21990597145	2571.24139130971	2123.77695920564	2599.75587652608
ENSMUSG00000015843	20183	Rxrg	retinoid X receptor gamma	532.728312557499	724.047076948325	605.505952045275	611.102214078093	668.459414569953	714.862297209805
ENSMUSG00000015846	20181	Rxra	retinoid X receptor alpha	3636.12640560624	4495.5565831238	3936.58962209329	3906.44207791807	3888.65781206469	4481.12101409897
ENSMUSG00000015850	229595	Adamtsl4	ADAMTS-like 4	3129.43019209169	3039.70478197413	2800.06456130989	3171.96639797893	2348.2411906664	3639.23481412731
ENSMUSG00000015852	80891	Fcrls	Fc receptor-like S, scavenger receptor	114.355292224385	124.122356048284	100.116724875211	46.1209218172145	41.9328784047572	20.4649621116331
ENSMUSG00000015869	67763	Prpsap1	phosphoribosyl pyrophosphate synthetase-associated protein 1	381.184307414615	434.428246168995	440.513589450927	371.273420628577	397.129024892112	389.539968469706
ENSMUSG00000015879	58227	Fam184b	family with sequence similarity 184, member B	22.3132277510994	33.6164714297437	16.0186759800337	10.3772074088733	18.4997992962164	16.9365203682481
ENSMUSG00000015880	54392	Ncapg	non-SMC condensin I complex, subunit G	9.29717822962476	2.58588241767259	31.2364181610657	10.3772074088733	22.1997591554597	3.52844174338502
ENSMUSG00000015882	209707	Lcorl	ligand dependent nuclear receptor corepressor-like	432.318787677551	257.295300558423	350.008070163737	416.241319400361	423.028743906815	317.559756904652
ENSMUSG00000015882	100041576	Gm3414	predicted gene 3414	432.318787677551	257.295300558423	350.008070163737	416.241319400361	423.028743906815	317.559756904652
ENSMUSG00000015889	16993	Lta4h	leukotriene A4 hydrolase	891.599392221014	881.785904426353	949.106551816998	907.429136753696	966.922843215578	879.993370800223
ENSMUSG00000015932	56431	Dstn	destrin	1070.10521422981	956.776494538858	1143.73346497441	888.98076802681	994.055882183362	912.455034839365
ENSMUSG00000015937	26914	Macroh2a1	macroH2A.1 histone	1605.6226802562	1861.83534072426	1623.49281057642	1653.43504714714	1660.04865684715	1719.76250572586
ENSMUSG00000015942	114674	Gtf2ird2	GTF2I repeat domain containing 2	238.007762678394	284.447065943985	246.687610092519	281.337623085009	250.363950475462	294.27204139831
ENSMUSG00000015943	69168	Bola1	bolA-like 1 (E. coli)	291.001678587255	350.387067594636	230.668934112486	343.600867538248	337.92966714422	333.084900575546
ENSMUSG00000015944	80909	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	5410.02801181865	5484.65660788356	4720.70381131594	6793.6117836757	4036.65620643442	5976.47462494554
ENSMUSG00000015947	14129	Fcgr1	Fc receptor, IgG, high affinity I	12.0863316985122	21.980000550217	44.8522927440944	2.30604609086073	11.0998795777298	4.93981844073902
ENSMUSG00000015950	17969	Ncf1	neutrophil cytosolic factor 1	66.0099654303358	50.4247071446155	91.3064530861922	26.5195300448984	40.6995584516761	35.2844174338502
ENSMUSG00000015957	22411	Wnt11	wingless-type MMTV integration site family, member 11	181.294975477683	270.224712646786	240.280139700506	114.149281497606	170.198153525191	195.47567258353
ENSMUSG00000015961	11566	Adss	adenylosuccinate synthetase, non muscle	661.02937212632	537.863542875899	649.557310990367	639.927790213852	693.125813631575	570.901874079696
ENSMUSG00000015962	69428	1700016C15Rik	RIKEN cDNA 1700016C15 gene	54.8533515547861	46.5458835181066	48.0560279401012	42.6618526809234	30.8329988270274	33.1673523878192
ENSMUSG00000015966	50905	Il17rb	interleukin 17 receptor B	1.85943564592495	5.17176483534518	3.20373519600674	0	0	3.52844174338502
ENSMUSG00000015968	12289	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	12.0863316985122	18.1011769237081	11.2130731860236	16.1423226360251	22.1997591554597	16.2308320195711
ENSMUSG00000015970	218865	Chdh	choline dehydrogenase	8.36746040666228	15.5152945060355	21.6252125730455	6.91813827258218	6.16659976540547	33.1673523878192
ENSMUSG00000015971	56249	Actr8	ARP8 actin-related protein 8	1071.03493205277	1194.67767696474	973.93549958605	1144.95188411235	1095.18811833601	1201.08156944826
ENSMUSG00000015980	76612	Lrrc27	leucine rich repeat containing 27	147.825133851034	108.607061542249	128.14940784027	151.046018951378	110.998795777298	112.910135788321
ENSMUSG00000015981	57740	Stk32c	serine/threonine kinase 32C	13.0160495214747	27.1517653855622	29.6345505630624	9.22418436344291	18.4997992962164	11.9967019275091
ENSMUSG00000015994	14272	Fnta	farnesyltransferase, CAAX box, alpha	2590.19385477346	2263.94005667235	2514.93212886529	2822.60041521353	2493.77294512997	2486.84574073776
ENSMUSG00000016018	72198	Mtrex	Mtr4 exosome RNA helicase	2333.59173563581	1905.7953418247	2348.33789867294	2528.57953862879	2236.00907493602	2203.1590245696
ENSMUSG00000016024	16803	Lbp	lipopolysaccharide binding protein	451.842861959763	457.701187928048	571.065798688202	275.572507857857	226.930871366921	297.094794793018
ENSMUSG00000016028	12614	Celsr1	cadherin, EGF LAG seven-pass G-type receptor 1	21.3835099281369	25.8588241767259	11.2130731860236	9.22418436344291	16.0331593900542	14.8194553222171
ENSMUSG00000016087	14247	Fli1	Friend leukemia integration 1	460.210322366426	378.831774189034	478.157478004006	451.985033808702	561.160578651898	397.302540305153
ENSMUSG00000016128	243362	Stard13	StAR-related lipid transfer (START) domain containing 13	425.810762916814	449.943540675031	555.84805650717	422.006434627513	520.461020200222	458.697426640052
ENSMUSG00000016150	23963	Tenm1	teneurin transmembrane protein 1	1.85943564592495	0	2.40280139700506	4.61209218172145	3.69995985924328	0.705688348677003
ENSMUSG00000016179	215303	Camk1g	calcium/calmodulin-dependent protein kinase I gamma	71.5882723681106	72.4047076948325	37.6438885530792	61.1102214078093	35.7662786393517	42.3413009206202
ENSMUSG00000016181	215193	Utp25	UTP25 small subunit processome component	343.065876673154	325.821184626746	380.443554525801	360.896213219704	448.928462921518	341.55316075967
ENSMUSG00000016194	15483	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	155.262876434733	98.2635318715584	138.561547227292	114.149281497606	112.23211573038	194.064295886176
ENSMUSG00000016200	329324	Syt14	synaptotagmin XIV	20.4537921051745	14.2223532971992	18.4214773770388	40.3558065900627	11.0998795777298	18.3478970656021
ENSMUSG00000016206	14991	H2-M3	histocompatibility 2, M region locus 3	64.1505297844108	51.7176483534518	56.8662997291197	54.1920831352271	88.7990366218388	69.8631465190233
ENSMUSG00000016239	74365	Lonrf3	LON peptidase N-terminal domain and ring finger 3	11.1566138755497	33.6164714297437	30.4354843620641	17.2953456814555	28.3663589208652	16.9365203682481
ENSMUSG00000016252	67126	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	7279.69055379619	9341.50023384223	4870.47843172925	7612.25814593126	8715.87210842409	7236.83401568267
ENSMUSG00000016253	57314	Nelfcd	negative elongation factor complex member C/D, Th1l	1185.39022427716	1405.42709400505	1118.90451720536	1256.7951195191	1153.15415613082	1342.92492753234
ENSMUSG00000016255	545486	Tubb1	tubulin, beta 1 class VI	2.78915346888743	5.17176483534518	0.800933799001686	5.76511522715182	3.69995985924328	1.41137669735401
ENSMUSG00000016256	64138	Ctsz	cathepsin Z	888.810238752127	1088.65649784016	1017.98685853114	785.208693938077	969.38948312174	826.361056300771
ENSMUSG00000016257	66390	Prelid3b	PRELI domain containing 3B	2082.56792343595	2226.4447616161	2188.15113887261	2100.80798877412	2295.20843268392	2002.03784519666
ENSMUSG00000016262	214791	Sertad4	SERTA domain containing 4	174.786950716945	202.991769787298	175.404501981369	114.149281497606	161.564913853623	122.789772669799
ENSMUSG00000016308	22209	Ube2a	ubiquitin-conjugating enzyme E2A	915.772055618039	910.230611020751	896.244921082887	1040.02678697819	1035.98876058812	902.575397957888
ENSMUSG00000016319	11740	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	715.882723681106	824.896491237556	809.744070790704	778.290555665495	809.057889221198	751.558091341009
ENSMUSG00000016327	67821	Atp1b4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	1627.9359080073	980.049436297911	1206.20630129654	1103.44305447686	1344.31874885839	950.562205667924
ENSMUSG00000016344	66496	Ppdpf	pancreatic progenitor cell differentiation and proliferation factor	287.282807295405	333.578831879764	245.085742494516	260.583208267262	275.030349537084	267.455884148584
ENSMUSG00000016349	13628	Eef1a2	eukaryotic translation elongation factor 1 alpha 2	57999.5166676911	74888.447757007	58589.9092645713	60839.2609921331	59351.0561021215	62319.3380716662
ENSMUSG00000016356	73368	Col20a1	collagen, type XX, alpha 1	157.122312080658	168.082357148718	150.575554212317	142.974857633365	202.264472305299	188.41878909676
ENSMUSG00000016382	102866	Pls3	plastin 3 (T-isoform)	1965.42347774267	1658.84357093697	2527.74706964932	1766.43130559932	2190.37623667202	1847.4920968364
ENSMUSG00000016386	77015	Mpped2	metallophosphoesterase domain containing 2	307.73659940058	284.447065943985	310.762314012654	380.49760499202	278.730309396327	299.211859839049
ENSMUSG00000016409	67050	Nkap	NFKB activating protein	628.489248322634	576.651779140987	683.99746434744	675.671504622193	727.658772317846	656.99585261829
ENSMUSG00000016427	54405	Ndufa1	NADH:ubiquinone oxidoreductase subunit A1	1437.34375429999	1824.34004566801	818.554342579723	1540.43878869497	1853.67988948088	1301.28931496039
ENSMUSG00000016458	22431	Wt1	WT1 transcription factor	1.85943564592495	0	4.00466899500843	3.45906913629109	3.69995985924328	4.23413009206202
ENSMUSG00000016477	13557	E2f3	E2F transcription factor 3	770.736075235892	773.178842884104	897.045854881888	802.504039619533	1000.22248194877	815.070042721939
ENSMUSG00000016481	12946	Cr1l	complement component (3b/4b) receptor 1-like	1381.56068492224	1294.23415004513	1366.39306109688	1470.10438292371	1454.08422468261	1404.31981386724
ENSMUSG00000016487	67533	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	3346.05444484195	2713.88359734738	3171.69784404668	2625.43347444494	3047.53360406338	3172.06912730313
ENSMUSG00000016493	17221	Cd46	CD46 antigen, complement regulatory protein	208.256792343595	100.849414289231	112.130731860236	170.647410723694	160.331593900542	148.194553222171
ENSMUSG00000016494	12490	Cd34	CD34 antigen	3701.20665321362	3092.71537153642	4672.64778337584	2640.42277403553	3295.43091463268	2518.60171642823
ENSMUSG00000016495	67759	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein	496.469317461962	398.225892321579	464.541603420978	449.678987717842	476.061501889302	437.526776179742
ENSMUSG00000016496	60533	Cd274	CD274 antigen	190.592153707308	193.941181325444	169.797965388357	186.789733359719	224.464231460759	122.084084321122
ENSMUSG00000016503	66596	Gtf3a	general transcription factor III A	549.463233370823	690.430605518581	605.505952045275	660.682205031598	641.326375602169	719.096427301867
ENSMUSG00000016510	76366	Mtif3	mitochondrial translational initiation factor 3	793.979020809954	795.158843434321	767.294579443615	826.717523573571	752.325171379468	858.117031991236
ENSMUSG00000016520	140887	Lnx2	ligand of numb-protein X 2	253.812965668756	301.255301658857	284.331498645599	276.725530903287	320.663187801085	269.572949194615
ENSMUSG00000016524	329244	Il19	interleukin 19	0.929717822962476	2.58588241767259	0	5.76511522715182	3.69995985924328	3.52844174338502
ENSMUSG00000016526	226419	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	2.78915346888743	1.29294120883629	4.80560279401011	3.45906913629109	2.46663990616219	2.82275339470801
ENSMUSG00000016528	17164	Mapkapk2	MAP kinase-activated protein kinase 2	16834.4006203816	20325.0358029066	18510.381028728	17573.2242354042	18082.937152075	19810.0833240608
ENSMUSG00000016534	16784	Lamp2	lysosomal-associated membrane protein 2	6878.98217209936	5504.05072601611	6502.78151409469	7139.51869730481	6775.85982222753	6015.28748412278
ENSMUSG00000016541	54138	Atxn10	ataxin 10	1968.21263121156	1985.95769677255	1898.213103634	2123.86844968273	1993.04504417905	1927.2348802369
ENSMUSG00000016552	239554	Foxred2	FAD-dependent oxidoreductase domain containing 2	72.5179901910731	53.0105895622881	81.695247498172	84.1706823164165	66.5992774663791	72.6858999137314
ENSMUSG00000016554	55944	Eif3d	eukaryotic translation initiation factor 3, subunit D	2198.78265130626	2508.30594514241	2199.36421205863	2167.68332540908	2110.21043972175	2381.69817678489
ENSMUSG00000016559	15081	H3f3b	H3.3 histone B	2295.47330489435	2060.94828688505	2138.4932433345	2160.7651871365	2240.94235474835	1992.15820831518
ENSMUSG00000016619	18141	Nup50	nucleoporin 50	670.326550355945	658.107075297674	737.660028880553	604.18407580551	690.659173725413	769.200300057934
ENSMUSG00000016624	271305	Phf21b	PHD finger protein 21B	29.7509703347992	36.2023538474162	24.0280139700506	18.4483687268858	39.466238498595	32.4616640391422
ENSMUSG00000016637	67042	Ift27	intraflagellar transport 27	244.515787439131	256.002359349586	265.109087469558	306.704130084477	247.8973105693	285.803781214186
ENSMUSG00000016664	23970	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	3322.81149926789	3391.3847907776	3500.88163543637	3272.27940293137	3290.49763482036	3211.58767482904
ENSMUSG00000016756	12763	Cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase	92.9717822962476	46.5458835181066	108.126062865228	17.2953456814555	36.9995985924328	46.5754310126822
ENSMUSG00000016757	223723	Ttll12	tubulin tyrosine ligase-like family, member 12	321.682366745017	446.064717048522	409.277171289861	458.903172081285	373.695945783572	376.131889844843
ENSMUSG00000016758	12124	Bik	BCL2-interacting killer	11.1566138755497	21.980000550217	3.20373519600674	14.9892995905947	18.4997992962164	14.1137669735401
ENSMUSG00000016763	64706	Scube1	signal peptide, CUB domain, EGF-like 1	26.0320990429493	50.4247071446155	40.0466899500843	26.5195300448984	41.9328784047572	42.3413009206202
ENSMUSG00000016831	268741	Tox4	TOX high mobility group box family member 4	1597.25521984953	1622.64121708955	1761.25342400471	1845.98989573401	1732.81453407894	1698.59185526555
ENSMUSG00000016833	68735	Mrps18c	mitochondrial ribosomal protein S18C	570.84674329896	446.064717048522	380.443554525801	523.472462625385	585.82697771352	480.573765449039
ENSMUSG00000016918	240725	Sulf1	sulfatase 1	597.808560164872	654.228251671165	862.605701524816	412.78225026407	545.127419261844	691.574581703463
ENSMUSG00000016921	67996	Srsf6	serine and arginine-rich splicing factor 6	3181.49439017759	2810.8541880101	3227.76320997679	3152.36500620661	3529.76170571809	2776.17796369533
ENSMUSG00000016933	18803	Plcg1	phospholipase C, gamma 1	1613.0604228399	1514.0341555473	1705.18805807459	1538.1327426041	1530.55006177364	1652.72211260154
ENSMUSG00000016940	70382	Kctd2	potassium channel tetramerisation domain containing 2	760.509179183305	805.502373105012	708.826412116492	795.585901346951	714.092252833954	832.712251438864
ENSMUSG00000016946	69259	Kctd5	potassium channel tetramerisation domain containing 5	520.641980858986	488.731776940119	543.834049522145	532.696646988828	558.693938745736	530.677638205107
ENSMUSG00000016984	68145	Etaa1	Ewing tumor-associated antigen 1	209.186510166557	221.092946711006	228.26613271548	276.725530903287	209.664392023786	223.70320653061
ENSMUSG00000016995	17183	Matn4	matrilin 4	50.2047624399737	160.324709895701	181.811972373383	25.366506999468	48.0994781701627	79.7427834005014
ENSMUSG00000017002	20568	Slpi	secretory leukocyte peptidase inhibitor	2.78915346888743	7.75764725301777	12.814940784027	0	2.46663990616219	2.82275339470801
ENSMUSG00000017009	20971	Sdc4	syndecan 4	1921.72674006344	1808.82475116198	2209.77635144565	2228.79354681689	2108.97711976867	2370.40716320605
ENSMUSG00000017057	16164	Il13ra1	interleukin 13 receptor, alpha 1	251.023812199868	204.284710996135	361.22114334976	185.636710314289	209.664392023786	167.953826985127
ENSMUSG00000017119	17966	Nbr1	NBR1, autophagy cargo receptor	5535.53991791858	5351.48366337342	5446.34983321146	5602.53897774614	5632.57222572136	5386.51916545157
ENSMUSG00000017132	19157	Cyth1	cytohesin 1	2096.51369078038	2399.69888360016	2168.12779389756	2105.42008095584	2217.50927563981	2417.68828256741
ENSMUSG00000017144	74194	Rnd3	Rho family GTPase 3	644.294451312996	580.530602767496	782.512321624647	568.440361397169	680.792614100764	495.393220771256
ENSMUSG00000017146	12189	Brca1	breast cancer 1, early onset	13.0160495214747	10.3435296706904	28.8336167640607	18.4483687268858	19.7331192492975	4.93981844073902
ENSMUSG00000017167	53321	Cntnap1	contactin associated protein-like 1	150.614287319921	183.597651654754	152.17742181032	164.882295496542	165.264873712867	137.609227992016
ENSMUSG00000017176	68106	Nt5c3b	5'-nucleotidase, cytosolic IIIB	511.344802629362	429.25648133365	447.721993641942	508.48316303479	416.86214414141	481.279453797716
ENSMUSG00000017188	52469	Coa3	cytochrome C oxidase assembly factor 3	1401.08475920445	1432.57885939061	1267.07727002067	1466.64531378742	1449.15094487029	1613.90925342431
ENSMUSG00000017210	23989	Med24	mediator complex subunit 24	2183.90716613886	2831.54124735149	2083.22881120338	2357.93212790509	2234.77575498294	2450.85563495523
